1.458036480000000000e+10,-4.806700000000000017e+01
1.457692990000000000e+10,-4.086399999999999721e+01
1.457700000000000000e+10,-4.106099999999999994e+01
1.457692990000000000e+10,-4.105799999999999983e+01
1.457700000000000000e+10,-4.053799999999999670e+01
1.457700000000000000e+10,-3.852600000000000335e+01
1.457700000000000000e+10,-3.685199999999999676e+01
1.457700000000000000e+10,-3.454099999999999682e+01
1.457700000000000000e+10,-3.263100000000000023e+01
1.457700000000000000e+10,-3.051500000000000057e+01
1.457700000000000000e+10,-2.898000000000000043e+01
1.457700000000000000e+10,-2.696399999999999864e+01
1.457700000000000000e+10,-2.489499999999999957e+01
1.457700000000000000e+10,-2.274299999999999855e+01
1.457700000000000000e+10,-2.064799999999999969e+01
1.457700000000000000e+10,-1.884100000000000108e+01
1.457700000000000000e+10,-1.685500000000000043e+01
1.457700000000000000e+10,-1.457300000000000040e+01
1.457700000000000000e+10,-1.256099999999999994e+01
1.457700000000000000e+10,-1.062700000000000067e+01
1.457700000000000000e+10,-8.602000000000000313e+00
1.457700000000000000e+10,-6.511000000000000121e+00
1.457700000000000000e+10,-4.384000000000000341e+00
1.457700000000000000e+10,-2.137000000000000011e+00
1.457700000000000000e+10,-8.699999999999999400e-02
1.457700000000000000e+10,1.985000000000000098e+00
1.457700000000000000e+10,3.944999999999999840e+00
1.457700000000000000e+10,5.185999999999999943e+00
1.457700000000000000e+10,5.663000000000000256e+00
1.457700000000000000e+10,5.650999999999999801e+00
