1.448999999900000000e+10,-2.822500000000000142e+01
1.449068960000000000e+10,-2.843499999999999872e+01
1.449137930000000000e+10,-2.848100000000000165e+01
1.449206890000000000e+10,-2.860999999999999943e+01
1.449275860000000000e+10,-2.855199999999999960e+01
1.449344820000000000e+10,-2.842200000000000060e+01
1.449413790000000000e+10,-2.839000000000000057e+01
1.449482749900000000e+10,-2.853000000000000114e+01
1.449551719900000000e+10,-2.865399999999999991e+01
1.449620680000000000e+10,-2.843100000000000094e+01
1.449689650200000000e+10,-2.884499999999999886e+01
1.449758620000000000e+10,-2.832000000000000028e+01
1.449827580000000000e+10,-2.837399999999999878e+01
1.449896550000000000e+10,-2.836299999999999955e+01
1.449965510000000000e+10,-2.838599999999999923e+01
1.450034480000000000e+10,-2.833299999999999841e+01
1.450103440000000000e+10,-2.859199999999999875e+01
1.450172410000000000e+10,-2.858599999999999852e+01
1.450241370000000000e+10,-2.870100000000000051e+01
1.450310340000000000e+10,-2.851599999999999824e+01
1.450379310000000000e+10,-2.851899999999999835e+01
1.450448270000000000e+10,-2.857900000000000063e+01
1.450517240000000000e+10,-2.858299999999999841e+01
1.450586200000000000e+10,-2.854299999999999926e+01
1.450655169900000000e+10,-2.857900000000000063e+01
1.450724130100000000e+10,-2.864000000000000057e+01
1.450793100100000000e+10,-2.851099999999999923e+01
1.450862060100000000e+10,-2.845200000000000173e+01
1.450931030000000000e+10,-2.842200000000000060e+01
1.451000000000000000e+10,-2.841900000000000048e+01
